company name,ric,ric1(ticker),isin,cusip,gvkey
Unitor ASA Ord Shs,UNIOq.L^A99,UNIOq,NO0005772004,0.0,102295
Unidanmark A/S Common Stock,UNIDaq.L^D98,UNIDaq,DK0010160167,0.0,15630
Uranium Ord Shs,UML.L^C10,UML,GB00B16L0B41,0.0,278443
Umbro Ord Shs,UMB.L^C08,UMB,GB00B011MX85,0.0,270289
Umc Energy Corporation Ord Shs,UEP.L^D16,UEP,KYG0698M1015,0.0,284962
Urals Energy Public Company Ord Shs,UEN.L^C19,UEN,CY0107130912,0.0,273706
UCM Group Ord Shs,UCM.L^D07,UCM,GB0009172411,0.0,204779
UCL Resources Ord Shs,UCLq.L^A09,UCLq,AU000000UCL4,0.0,242981
United Carpets Group Ord Shs,UCG.L^A21,UCG,GB00B05J4D26,0.0,272535
Ubiquity Software Ord Shs,UBQ.L^C07,UBQ,GB00B0808964,0.0,273004
UA Group Plc Common Stock,UAS.L^B05,UAS,GB0009260323,0.0,212799
UAP Common Stock,UAPPq.L^A98,UAPPq,FR0000130262,0.0,23915
Tyndall Aust Common Stock,TYA.L^D97,TYA,AU000000TYA3,0.0,209269
TXO Ord Shs,TXO.L^C15,TXO,GB00B3SYR037,0.0,256938
Travelzest Ord Shs,TVZ.L^B14,TVZ,GB0032849084,0.0,279240
Tottenham Hotspur Ord Shs,TTNM.L^A12,TTNM,GB0008962986,0.0,209167
Tooth & Company Ord Shs,TTH.L^C92,TTH,AU000000TTH8,0.0,100832
Torotrak Ord Shs,TRK.L^C18,TRK,GB0002922382,0.0,220409
Henderson High Income Trust PLC,TRH.L^C97,TRH,GB0009580571,0.0,209199
Tractebel SA Common Stock,TREBq.L^B00,TREBq,BE0003558666,0.0,101296
Tradus Ord Shs,TRDS.L^C08,TRDS,GB00B1HHK885,0.0,124637
Telepizza Ord Shs,TPZq.L^D07,TPZq,ES0178344117,0.0,213236
People's Operator Ord Shs,TPOP.L^A19,TPOP,GB00BSJWQH14,0.0,318786
TP Group Ord Shs,TPG.L^A23,TPG,GB0030591514,0.0,249860
Taliesin Property Fund Ord Shs,TPF.L^B18,TPF,JE00B3B3WB31,0.0,297720
Topdanmark Ord Shs,TOPC.L^C97,TOPC,DK0060477503,0.0,24826
ToLuna Ord Shs,TOLU.L^D11,TOLU,GB00B073PB75,0.0,273067
T-Online Ord Shs,TOIGnq.L^C03,TOIGnq,DE0005557706,0.0,236260
Tinci Holdings Ord Shs,TNCI.L^A15,TNCI,HK0000034816,0.0,279425
Teleunit Ord Shs,TLUq.L^C09,TLUq,IT0003664080,0.0,270618
Tolent Ord Shs,TLT.L^B10,TLT,GB0008268533,0.0,231725
Talarius Ord Shs,TLS.L^B07,TLS,GB00B06K3158,0.0,273455
Telent Ord Shs,TLNT.L^A08,TLNT,GB00B0S5CP58,0.0,100114
Teesland Ord Shs,TLD.L^A08,TLD,GB0031695223,0.0,213235
Tikit Group Ord Shs,TIK.L^A13,TIK,GB0030494537,0.0,249993
Trian Investors 1 Ord Shs,TI1.L^D23,TI1,GG00BQKR7233,0.0,328127
Thomas Potts PLC Common Stock,THP.L^D03,THP,GB0008865908,0.0,207372
THB Group Ord Shs,THB.L^A12,THB,GB0032008293,0.0,157300
Tellings G M Group Ord Shs,TGM.L^B08,TGM,GB0033384180,0.0,257886
TGI Common Stock,TGI.L^B02,TGI,GB0008687369,0.0,203970
TEG Group Ord Shs,TGE.L^A15,TGE,GB0002504529,0.0,237342
Tepnel Life SC Ord Shs,TED.L^D09,TED,GB0008841859,0.0,203954
TechFinancials Ord Shs,TECH.L^A20,TECH,VGG870911077,0.0,319369
Telecity Group Ord Shs,TCY.L^A16,TCY,GB00B282YM11,0.0,287059
Tribune Trust Class X  Ord Shs,TBTx.L^C07,TBTx,GB0003521761,0.0,220076
Trans Balkan Investments Ord Shs,TBIT.L^C11,TBIT,VGG900341022,0.0,284985
Tay Homes PLC Common Stock,TAY.L^C02,TAY,GB0008769225,0.0,203904
Talktalk Telecom Group Ord Shs,TALK.L^C21,TALK,GB00B4YCDF59,0.0,294220
Sytner Group Common Stock,SYT.L^D02,SYT,GB0002188810,0.0,225687
Synigence Ord Shs,SYE.L^B07,SYE,GB00B010Q885,0.0,237272
Sirius Minerals Ord Shs,SXX.L^C20,SXX,GB00B0DG3H29,0.0,273668
Servicepower Technologies Ord Shs,SVRP.L^B17,SVRP,GB0003831095,0.0,236738
Sumo Group Ord,SUMO.L^A22,SUMO,GB00BD3HV384,0.0,326274
Summit Ord Shs,SUMM.L^B20,SUMM,GB00BN40HZ01,0.0,271357
Sun Life Common Stock,SULL.L^B92,SULL,GB0008622226,0.0,15653
Stylo Ord Shs,STYL.L^C09,STYL,GB0008572066,0.0,100482
Styles and Wood Group Ord Shs,STY.L^C18,STY,GB00BLG2TG58,0.0,281457
Stepstone Ord Shs,STP.L^A10,STP,NO0010010473,0.0,235557
Stellar Diamonds Ord Shs,STELD.L^D18,STELD,GB00BYZ5QT80,0.0,282577
Star Energy Group Ord Shs,STAR.L^C08,STAR,GB00B00W1F70,0.0,271500
Strong Fisher Common Stock,SRNG.L^A97,SRNG,GB0008554825,0.0,101055
Henderson Opportunities Trust PLC,SRIL.L^B92,SRIL,GB0008536574,0.0,203045
SQS Software Quality Systems Ord Shs,SQS.L^B18,SQS,DE0005493514,0.0,274065
Stat Plus Common Stock,SPU.L^A01,SPU,GB0008415449,0.0,103222
Superscape Group Ord Shs,SPS.L^D08,SPS,GB0008636127,0.0,204766
Laguna Resources Ord Shs,SPP.L^D97,SPP,AU000000LRC0,0.0,19387
Spacelabs Ord Shs,SPHC.L^A08,SPHC,USU859481041,0.0,275242
Sharpe & Fisher Common Stock,SPF.L^B00,SPF,GB0008003294,0.0,100218
Stoves Group Ord Shs,SOV.L^C01,SOV,GB0008532938,0.0,206398
Supporta Ord Shs,SOR.L^C10,SOR,GB0032703059,0.0,250000
Sophos Group Ord Shs,SOPH.L^C20,SOPH,GB00BYZFZ918,0.0,294722
Sovereign Oil Ord Shs,SOGP.L^C10,SOGP,GB00B0K9D075,0.0,274125
Soccercity Ord Shs,SOC.L^C08,SOC,GB0032742339,0.0,256843
Southnews Common Stock,SNW.L^A01,SNW,GB0008315672,0.0,208199
Singulus Technologies K Ord Shs,SNGGq.L^A03,SNGGq,DE000A1681X5,0.0,215939
Sinclair (William) Holdings Ord Shs,SNCL.L^B16,SNCL,GB0009665661,0.0,103223
Salamander Energy Ord Shs,SMDR.L^C15,SMDR,GB00B1GC5238,0.0,281707
Sovereign Mines of Africa Ord Shs,SMAS.L^A18,SMAS,GB00B3P3XP06,0.0,295048
Smallbone Ord Shs,SMAL.L^D09,SMAL,GB00B01ZXV57,0.0,275127
Silentpoint Ord Shs,SLPT.L^B09,SLPT,GB0002602463,0.0,250004
Sanlam Limited Ord Shs,SLMJq.L^C02,SLMJq,ZAE000070660,0.0,225136
Skywest Airlines Ord Shs,SKYA.L^D13,SKYA,SG9999002018,0.0,274622
Sixt Ord Shs,SIXGq.L^A03,SIXGq,DE0007231326,0.0,103533
Scipher Ord Shs,SIP.L^C05,SIP,GB0000705649,0.0,235118
Spectrum Interac Ord Shs,SIN.L^D10,SIN,GB00B07BZ552,0.0,272818
Sterling Inds Common Stock,SIN.L^B00,SIN,GB0008460007,0.0,203673
Simmers Ord Shs,SIMJq.L^B05,SIMJq,ZAE000006722,0.0,220463
Simigon Israel Shs,SIMI.L^D22,SIMI,IL0010991185,0.0,284538
Silverdell Ord Shs,SILD.L^A14,SILD,GB00B12XK814,0.0,278381
Signet Jewelers Ord Shs,SIG.L^C16,SIG,BMG812761002,0.0,15520
Shieldtech Ord Shs,SHTE.L^D11,SHTE,GB00B1YQ6808,0.0,287265
Shire Ord Shs,SHP.L^A19,SHP,JE00B2QKY057,0.0,212340
Sons Of Gwalia Ord Shs,SGW.L^D97,SGW,AU000000SGW6,0.0,101245
Safren Common Stock,SFRIq.L^D00,SFRIq,ZAE000006581,0.0,100347
Servelec Group Ord Shs,SERV.L^A18,SERV,GB00BFRBTP86,0.0,316774
Servocell Grp Ord Shs,SERV.L^A08,SERV,GB00B0WFWK60,0.0,275845
Selecta Group Common Stock,SELNq.L^A98,SELNq,CH0006217662,0.0,205794
Sears PLC Common Stock,SEAR.L^C99,SEAR,GB0002922051,0.0,19739
Sedgwick Group Common Stock,SDWK.L^A99,SDWK,GB0007933004,0.0,15639
Springdoo Ord Shs,SDOO.L^D08,SDOO,GB0033272237,0.0,275388
Stadium Group Ord Shs,SDMS.L^D18,SDMS,GB0008375098,0.0,212342
Scottish & Newc Ord Shs,SCTN.L^D08,SCTN,GB0007839698,0.0,101301
Scapa Group Ord Shs,SCPA.L^D21,SCPA,GB0007281198,0.0,100580
Scotty Group Ord Shs,SCO.L^D13,SCO,AT0000A0V6L3,0.0,237430
Scottish Eastern Investment Trust PLC Common Stock,SCEA.L^C99,SCEA,GB0007822017,0.0,208242
Supercart Ord Shs,SC.L^A13,SC,GB0034211036,0.0,260520
Sportingbet Ord Shs,SBT.L^C13,SBT,GB0009516252,0.0,237335
Steel Burrill Common Stock,SBJ.L^C99,SBJ,GB0008433681,0.0,21476
SBS Group Ord Shs,SBG.L^D07,SBG,GB0034386978,0.0,231899
Standard Bank Group Ord Shs,SBCJq.L^D00,SBCJq,ZAE000109815,0.0,15781
Savile Group Ord Shs,SAVG.L^A14,SAVG,GB0008480732,0.0,207348
Salvarx Group Ord Shs,SALVS.L^A20,SALVS,IM00BZ4SS228,0.0,298062
Robert Wiseman Dairies Ord Shs,RWD.L^C12,RWD,GB0007442014,0.0,223537
RTL Group Ord Shs,RTL.L^A03,RTL,LU0061462528,0.0,21388
Rhythmone Ord Shs,RTHM.L^D19,RTHM,GB00BYW0RC64,0.0,284701
Thirdforce Ord Shs,RTG.L^B98,RTG,IE0002242869,0.0,216834
Real Time Ctl Common Stock,RTC.L^D00,RTC,GB0007273211,0.0,204639
Ransomes PLC Common Stock,RSM.L^D98,RSM,GB0007251548,0.0,100100
Rock Solid Images Ord Shs,RSI.L^D12,RSI,GB0034272194,0.0,270158
Ransom(William) and Son Ord Shs,RNSM.L^B11,RNSM,GB0007249682,0.0,204616
Rambler Metals and Mining Ord Shs,RMM.L^D23,RMM,GB00BLFJ1613,0.0,272764
RM2 International Ordinary Shs,RM2.L^A20,RM2,LU1914372336,0.0,317073
Realm Therapeutics Ord Shs,RLM.L^C19,RLM,GB00B3XBCR18,0.0,278239
Red Leopard Holdings Ord Shs,RLEO.L^B18,RLEO,GB00B4JXWP66,0.0,286239
Harry Ramsden's Common Stock,RHY.L^B00,RHY,GB0007220030,0.0,220042
Resource Holding Management Ord Shs,RHMI.L^B16,RHMI,KYG7531H1083,0.0,311572
RHM Ord Shs,RHM.L^C07,RHM,GB00B09Z0V67,0.0,273519
Reed Health Group Ord Shs,RHG.L^A06,RHG,GB0030593445,0.0,246419
ReEnergy Group Ord Shs,RGY.L^B10,RGY,GB00B0RFY493,0.0,275004
Rage Ord Shs,RGE.L^C03,RGE,GB0000674696,0.0,206227
Raft International Ord Shs,RFT.L^D06,RFT,GB0009754655,0.0,241213
Rangers International Football Club Ord Shs,RFC.L^D15,RFC,GB00B90T9Z75,0.0,314556
Redde Ord Shs,REDD.L^B20,REDD,GB00BLWF0R63,0.0,207009
Red Squared Ord Shs,RDS.L^A08,RDS,GB0002892635,0.0,271370
Radicle Projects Ord Shs,RDP.L^C11,RDP,GB00B0996108,0.0,273703
Royal Doulton Common Stock,RDN.L^B05,RDN,GB0007604563,0.0,207163
Redland PLC Common Stock,RDLD.L^B98,RDLD,GB0007287005,0.0,100096
RDL Group Ord Shs,RDL.L^D03,RDL,GB0007352494,0.0,231879
Ridgecrest Ord Shs,RDGC.L^A22,RDGC,GB0004251970,0.0,208349
RDF Media Ord Shs,RDF.L^B09,RDF,GB00B06F4062,0.0,272856
RapidCloud International Ord Shs,RCI.L^C17,RCI,JE00B8FX4C95,0.0,315942
Richardsons West Common Stock,RCHN.L^C00,RCHN,GB0007375024,0.0,207100
Rebus Group PLC Common Stock,RBS.L^D99,RBS,GB0007274730,0.0,212338
Rauma Ord Shs,RAUMq.L^A99,RAUMq,FI0009005573,0.0,60913
Rapala VMC Ord Shs,RAP1q.L^C99,RAP1q,FI0009007355,0.0,226827
Rame Energy Ord Shs,RAME.L^A17,RAME,JE00BBD8GG53,0.0,317405
RAM Active Media Ord Shs,RAM.L^B14,RAM,GB00B92FC877,0.0,223529
Rational Ord Shs,RAAGq.L^A03,RAAGq,DE0007010803,0.0,244417
The Q Group Common Stock,QGP.L^C00,QGP,GB0007209553,0.0,207246
Plysu PLC Common Stock,PYSU.L^B00,PYSU,GB0006923667,0.0,101231
Pure Wafer Ord Shs,PUR.L^A16,PUR,GB00BG5GTX01,0.0,272227
Petroz NL Common Stock,PTZ.L^D97,PTZ,AU000000PTZ8,0.0,19251
Patsystems Ord Shs,PTS.L^B12,PTS,GB0032386822,0.0,237953
Planestation Group Ord Shs,PTG.L^B07,PTG,GB00B02TW206,0.0,100612
Parseq Ord Shs,PSQP.L^A12,PSQP,GB0004630454,0.0,207357
Public Svc Pptys Invts Ord Shs,PSPI.L^D17,PSPI,VGG729641511,0.0,284373
Prism Leisure Common Stock,PSL.L^B99,PSL,GB0007034282,0.0,204615
Prostrakan Group Ord Shs,PSK.L^D11,PSK,GB00B09STF21,0.0,273152
Prezzo Ord Shs,PRZ.L^B15,PRZ,GB00B07G3K12,0.0,256944
Blue Prism Group Ord Shs,PRSMB.L^C22,PRSMB,GB00BYQ0HV16,0.0,321397
Property Recycling Group Ord Shs,PROP.L^C11,PROP,GB00B09G4F14,0.0,273165
PinkRoccade NV Common Stock,PROCeu.L^D05,PROCeu,NL0000377067,0.0,228996
Parmalat SpA Ord Shs,PRFIq.L^B98,PRFIq,IT0003121644,0.0,16382
Partridge Fine Ord Shs,PRF.L^B06,PRF,GB0006732316,0.0,208405
Pan Andean Res Ord Shs,PRER.L^D10,PRER,GB0006688518,0.0,211929
Ospreyfrank Ord Shs,PPROV.L^B12,PPROV,GB00B2R1Q018,0.0,256953
Precoat Intl Common Stock,PPR.L^A03,PPR,GB0006992043,0.0,206272
Pan Pacific Petroleum Ord Shs,PPP.L^D97,PPP,AU000000PPP7,0.0,220239
Potential Finance Ord Shs,POTL.L^C09,POTL,GB0009205286,0.0,240061
Polaron Ord Shs,POL.L^D07,POL,GB00B00CRV53,0.0,270235
Pohjola Ord Shs,POHJfq.L^A99,POHJfq,FI0009000145,0.0,15608
PlusNet Ord Shs,PNT.L^B07,PNT,GB00B01RM369,0.0,270647
Promodes Common Stock,PMODq.L^B98,PMODq,FR0000121105,0.0,101285
PME African Infrastructure Opportunities Ord Shs,PMEA.L^D20,PMEA,IM00B1WSL611,0.0,285586
Platinum Mining Ord Shs,PMCI.L^D08,PMCI,GB00B06T2F98,0.0,272826
Plasmec PLC Common Stock,PMC.L^C98,PMC,GB0006908650,0.0,204734
Plethora Solutions Holdings Ord Shs,PLE.L^C16,PLE,GB00B06GL868,0.0,275125
Perkins Foods Common Stock,PKN.L^C01,PKN,GB0002567518,0.0,102452
Pixel Interactiv Ord Shs,PIXL.L^B10,PIXL,GB00B16NT577,0.0,284989
Pirelli Tyre Common Stock,PIRIq.L^D97,PIRIq,NL0000377117,0.0,104708
Pechiney Intl Common Stock,PINTq.L^B99,PINTq,FR0000125668,0.0,104924
Plant Impact Ord Shs,PIM.L^C18,PIM,GB00B1F4K366,0.0,279423
Pilat Media Global Ord Shs,PILM.L^D14,PILM,GB0031172751,0.0,250419
Pace Ord Shs,PIC.L^A16,PIC,GB0006672785,0.0,212717
M&L Property & Assets Ord Shs,PHU.L^C16,PHU,GB00B0YMRZ51,0.0,275854
Phimedix Ord Shs,PHMP.L^C21,PHMP,GB00BLM14N85,0.0,317971
Pegasus Group Common Stock,PGG.L^D00,PGG,GB0001246767,0.0,208424
Perpetual Common Stock,PER.L^C01,PER,GB0006823891,0.0,208446
Pepkor Ltd Common Stock,PEPJq.L^D00,PEPJq,ZAE000005344,0.0,102093
Petrolatina Energy Ord Shs,PELE.L^C12,PELE,GB00B2QMZ536,0.0,271598
Pechiney Common Stock,PECHaq.L^B98,PECHaq,FR0000132904,0.0,103159
Pearl Common Stock,PEAL.L^C90,PEAL,GB0006770407,0.0,22334
Peacock Group Common Stock,PEA.L^A06,PEA,GB0009231522,0.0,235116
Powell Duffryn Depository Receipt,PDUF.L^A01,PDUF,GB0006974025,0.0,100501
PD Ports Ord Shs,PDP.L^C06,PDP,GB00B01QLW51,0.0,270583
Pangea Diamond Ord Shs,PDF.L^D10,PDF,GB00B197TQ75,0.0,281636
Prestbury Holdings Ord Shs,PBHL.L^A09,PBHL,GB0032097965,0.0,156795
Paion K Ord Shs,PAIO.L^C09,PAIO,DE000A3E5EG5,0.0,272717
Prime Active Capital Ord Shs,PACC.L^C16,PACC,IE00B1Z9ZG98,0.0,246156
Partnership Assurance Ord Shs,PA.L^D16,PA,GB00B9QN7S21,0.0,315480
Oxus Go Ord Shs,OXS.L^B16,OXS,GB0030632714,0.0,250015
Oil Search Ord Shs,OSH.L^D97,OSH,PG0008579883,0.0,205355
OneSaturday Common Stock,OSA.L^D03,OSA,GB0008820481,0.0,239176
Oriental Restaur Common Stock,ORR.L^A01,ORR,GB0006616782,0.0,213229
Orpak Sys Ord Shs,ORPK.L^D10,ORPK,IL0010948797,0.0,274732
Orkla Ord Shs,ORKOaq.L^A99,ORKOaq,NO0003733800,0.0,100913
Orange PLC Common Stock,ORA.L^B00,ORA,GB0006614969,0.0,62489
Omega Int Ord Shs,OME.L^C09,OME,GB00B00J0S40,0.0,274089
Old Mutual South Africa Trust Ord Shs,OLMU.L^B08,OLMU,GB0006599418,0.0,223535
Octagonal Ord Shs,OCT.L^A21,OCT,GB00BWWCHQ23,0.0,314014
OneClickHR Ord Shs,OCLR.L^B10,OCLR,GB0004332085,0.0,240041
Orchid Developments Group Ord Shs,OCH.L^A13,OCH,KYG6791P1072,0.0,273476
New Zealand Investment Trust Ord Shs,NZL.L^B08,NZL,GB0006348741,0.0,204076
Networkers International Ord Shs,NWKI.L^D15,NWKI,GB00B1319W10,0.0,237977
Neschen Ord Shs,NSNGq.L^A02,NSNGq,DE0005021307,0.0,240865
Natasa Mining Ord Shs,NSN.L^D15,NSN,KYG6395A1004,0.0,220257
NSB Retail Systems PLC,NSB.L^B08,NSB,GB0001570695,0.0,233052
New Star Asset Ord Shs,NSAM.L^C09,NSAM,GB00B1VJF742,0.0,275124
Nimrod Sea Assets Ord Shs,NSA.L^D17,NSA,GG00BK0SC854,0.0,318306
North River Resources Ord Shs,NRRP.L^C17,NRRP,GB00BDDRJJ03,0.0,293445
Northern Rock Ord Shs,NRK.L^C08,NRK,GB0001452795,0.0,207600
Nurdin & Peacock Common Stock,NRDN.L^A97,NRDN,GB0006511967,0.0,100138
Netplay TV Ord Shs,NPT.L^D17,NPT,GB00BZBXBN29,0.0,249998
Nippon Telegraph And Telephone Ord Shs,NPN.L^C14,NPN,JP3735400008,0.0,7908
Neptune Minerals Ord Shs,NPM.L^B08,NPM,GB00B0LHS387,0.0,274249
Nampak Ord Shs,NPKDq.L^D00,NPKDq,ZAE000071676,0.0,62997
Norkom Group Ord Shs,NORK.L^C11,NORK,IE00B16PV578,0.0,278201
Norcor Holdings Common Stock,NOR.L^B00,NOR,GB0006446917,0.0,222014
Novera Energy Ord Shs,NOEN.L^A10,NOEN,GB00B1VX1R81,0.0,254909
Newport Networks Group Ord Shs,NNG.L^C09,NNG,GB00B00ST620,0.0,270588
New Media Lottery Ord Shs,NMLS.L^D09,NMLS,IE00B0RB0055,0.0,276625
New Millenium Resources Ord Shs,NML.L^B06,NML,AU000000YAJ4,0.0,250010
NMC Health Ord Shs,NMC.L^D20,NMC,GB00B7FC0762,0.0,312098
Arria Nlg Ord Shs,NLG.L^A17,NLG,GB00BGDFBC25,0.0,316779
New Lnd Capital Common Stock,NLC.L^C99,NLC,GB0006381114,0.0,221831
Network Group Holdings Ord Shs,NGH.L^C12,NGH,GB00B243R294,0.0,286077
Nightfreight PLC Common Stock,NFT.L^C01,NFT,GB0006461148,0.0,210825
New Look Group Ord Shs,NEW.L^D04,NEW,GB0002760949,0.0,220632
Netdimensions (Holdings) Ord Shs,NETD.L^D17,NETD,KYG6427F1019,0.0,284656
NR Nordic Russia Ord Shs,NEPR.L^D08,NEPR,JE00B1G3KL02,0.0,281591
Nemetschek Ord Shs,NEKGq.L^A03,NEKGq,DE0006452907,0.0,228623
NTT DoCoMo Ord Shs,NDCM.L^C14,NDCM,JP3165650007,0.0,223911
Newcrest Mining Ord Shs,NCM.L^D97,NCM,AU000000NCM7,0.0,103084
New Britain Palm Oil Ord Shs,NBPO.L^C15,NBPO,PG0009239032,0.0,287701
Nasstar Ord Shs,NASA.L^A20,NASA,GB00B0T1S097,0.0,274980
Napster Group Ord Shs,NAPS.L^A22,NAPS,GB00BN326503,0.0,282379
Nandan Cleantec Ord Shs,NANDN.L^A15,NANDN,GB00B713ZZ63,0.0,307988
North American Banks Fund Ord Shs,NAMB.L^A11,NAMB,GB00B15MQH61,0.0,276787
Namakwa Diamonds Ord Shs,NAD.L^C13,NAD,BMG638411113,0.0,287814
MY Holdings PLC Ord Shs,MYH.L^B00,MYH,GB0005507438,0.0,205311
Money Controls Common Stock,MYC.L^B00,MYC,GB0007155319,0.0,222007
MedicX Fund Ord Shs,MXF.L^C19,MXF,GG00B1DVQL92,0.0,281799
Mowlem Ord Shs,MWLM.L^C06,MWLM,GB0006083074,0.0,100804
M&W PLC Common Stock,MW.L^A98,MW,GB0005564405,0.0,210167
Menvier Swain Common Stock,MVS.L^B98,MVS,GB0005789382,0.0,104859
Maverick Ent Group Ord Shs,MVK.L^A08,MVK,GB0030404346,0.0,249988
Schroder UK Mid Cap Fund PLC,MUY.L^B01,MUY,GB0006108418,0.0,222047
Motive Television Ord Shs,MTVE.L^C16,MTVE,GB00BZ56DX12,0.0,272924
Meristem PLC Common Stock,MTM.L^D00,MTM,GB0005578181,0.0,101227
Metal Insts Ord Shs,MTLI.L^C08,MTLI,GB0005507768,0.0,104849
Metnor Group Ord Shs,MTGL.L^D09,MTGL,GB0003782249,0.0,231844
Cullen Resources Ord Shs,MTG.L^D97,MTG,AU000000CUL4,0.0,227297
Clark Matthew Common Stock,MTC.L^B99,MTC,GB0002013083,0.0,100287
Mount Burgess Mining Ord Shs,MTB.L^D97,MTB,AU000000MTB6,0.0,205282
Media Square Ord Shs,MSQE.L^B12,MSQE,GB00B3BPTV88,0.0,241210
Marston Thompson Common Stock,MRST.L^D99,MRST,GB0005687024,0.0,100139
Management Resource Solutions Ord Shs,MRS.L^C20,MRS,GB00B8BL4R23,0.0,322602
Marley PLC Common Stock,MRLY.L^D99,MRLY,GB0004313093,0.0,100028
Morris Ashby PLC Common Stock,MRA.L^C98,MRA,GB0006036031,0.0,205272
Minster Pharmaceuticals Ord Shs,MPM.L^C10,MPM,GB00B142W462,0.0,210690
MI Pay Group Ord Shs,MPAYM.L^B20,MPAYM,GB00B0N59376,0.0,274717
Mincorp Ord Shs,MOP.L^B09,MOP,GB00B05Q9X89,0.0,272573
OPYL Ord Shs,MOO.L^B09,MOO,AU0000070856,0.0,253347
Madagascar Oil Ord Shs,MOIL.L^D16,MOIL,BMG5738R1016,0.0,295961
Mobile Doctors Group Ord Shs,MODO.L^A12,MODO,GB00B1XSS585,0.0,275395
Midland Indpt Common Stock,MNS.L^D98,MNS,GB0005927016,0.0,210578
Manders Common Stock,MNDR.L^C98,MNDR,GB0005613038,0.0,100143
Mansfield Brewer Common Stock,MNB.L^B00,MNB,GB0005633325,0.0,100544
Torridon Common Stock,MMY.L^A99,MMY,GB0005774186,0.0,207234
Minds Machs Group Ord Shs,MMXM.L^B22,MMXM,VGG614091012,0.0,292700
Medal Enter&Med Ord Shs,MME.L^A08,MME,GB0031004350,0.0,249989
Marakand Ord Shs,MKD.L^B08,MKD,GB0033883835,0.0,270652
Northgate Info Ord Shs,MIS.L^D00,MIS,GB0005583728,0.0,210593
Minera IRL Ord Shs,MIRL.L^C16,MIRL,JE00B1HNYF12,0.0,284663
Martin Currie InCome & Growth Trust Ord Shs,MGTCi.L^D07,MGTCi,GB0005687248,0.0,208708
Integrated Green Energy Solution Ord Shs,MGK.L^C07,MGK,AU000000IGE5,0.0,242327
Wartsila Ord Shs,METRfq.L^A99,METRfq,FI0009003727,0.0,101557
Metric Property Investments REIT Ord Shs,METP.L^A13,METP,GB00B3PQND71,0.0,294233
GEA Group Ord Shs,METGq.L^B98,METGq,DE0006602006,0.0,100368
Merchant Securities Group Ord Shs,MEMERC.L^B12,MEMERC,GB00B1FRQG03,0.0,272504
Mecom Group Ord Shs,MEC.L^B15,MEC,GB00B3P91873,0.0,272731
Meldex International Ord Shs,MDX.L^C09,MDX,GB0032681628,0.0,65783
Media Content Common Stock,MDC.L^A03,MDC,GB0003919759,0.0,231711
Mccarthy and Stone Ord Shs,MCS.L^B21,MCS,GB00BYNVD082,0.0,320695
Mercer Resources Ord Shs,MCRR.L^B15,MCRR,GB00BBNBM331,0.0,237350
Micro Focus International Ord Shs,MCRO.L^B23,MCRO,GB00BJ1F4N75,0.0,272961
MCB Finance Group Ord Shs,MCRB.L^B15,MCRB,GB00B1LD2G45,0.0,282306
Cosentino Signature Wines Ord Shs,MCOZ.L^A11,MCOZ,GB00B0PFWS12,0.0,274634
Morses Club Ord Shs,MCLM.L^B23,MCLM,GB00BZ6C4F71,0.0,321592
Monchhichi Ord Shs,MCC.L^A18,MCC,GB00B979BX21,0.0,312780
MWB Business Exchange Ord Shs,MBE.L^C13,MBE,GB00B0S53N07,0.0,274932
Monotub Inds Common Stock,MBD.L^A03,MBD,GB0008498163,0.0,234090
MayAir Group Ord Shs,MAYA.L^C18,MAYA,JE00BWV6BD02,0.0,319662
Mapeley Ord Shs,MAY.L^D09,MAY,GB00B0BHCR03,0.0,273164
Bernard Matthews Common Stock,MATB.L^A01,MATB,GB0005724249,0.0,100914
Masawara Ord Shs,MASAM.L^B18,MASAM,JE00B42XFD25,0.0,295265
Macro 4 Ord Shs,MAO.L^B09,MAO,GB0005541106,0.0,101198
Mama Group Ord Shs,MAMG.L^C10,MAMG,GB0031342743,0.0,250915
Mercury Asset Common Stock,MAM.L^C98,MAM,GB0005808588,0.0,220018
Made.Com Group Ord Shs,MADE.L^A23,MADE,GB00BNXM7M46,0.0,349263
Lightwaverf Ord Shs,LWRF.L^B20,LWRF,GB00BKJ9BV58,0.0,292518
Smart App Gp Common Stock,LWE.L^C03,LWE,GB00B031S614,0.0,220017
Lavendon Group Ord Shs,LVD.L^C17,LVD,GB0005057541,0.0,213228
Ludorum Ord Shs,LUD.L^A15,LUD,GB00B0ZH1L34,0.0,285005
London Town Ord Shs,LTW.L^B10,LTW,GB00B1HTZK10,0.0,208646
Lombard Risk Management Ord Shs,LRM.L^B18,LRM,GB00B030JP46,0.0,271396
Linx Printing Common Stock,LPT.L^B05,LPT,GB0005185581,0.0,203617
Crestchic Ord Shs,LOAD.L^B23,LOAD,GB00B0SPFW38,0.0,275888
Lendu Hlds Common Stock,LNU.L^B05,LNU,GB0005122485,0.0,220007
London Merchant Ord Shs,LMSO.L^B07,LMSO,GB00B12MHC11,0.0,200411
Lamont Holdings Common Stock,LMNT.L^C03,LMNT,GB0005020010,0.0,101177
Lombard Medical Technologies Ord Shs,LMMT.L^D14,LMMT,GB00B7FT8W85,0.0,274775
Loanmakers Holdings Ord Shs,LMH.L^C09,LMH,GB00B09HB648,0.0,273188
Lilleshall Common Stock,LLSL.L^B01,LLSL,GB0005161871,0.0,203609
Landkom International Ord Shs,LKI.L^A12,LKI,IM00B28QLQ61,0.0,287410
